EnhetNivaa	Nasjonaltkode	Fylkekode	Kommunekode	Organisasjonsnummer	Nasjonalt	Fylke	Kommune	EnhetNavn	2023-24.Alle kjønn.Alle eierformer.Antall lærere
4	I	54	5427	974571250	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Skjervøy	Skjervøy barneskole	30
4	I	54	5427	975299821	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Skjervøy	Skjervøy ungdomsskole	18
4	I	54	5427	827576212	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Skjervøy	Årviksand skole	4
3	I	54	5425	5425	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Storfjord - Omasvuotna - Omasvuono	Alle skoler	33
4	I	54	5425	975285200	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Storfjord - Omasvuotna - Omasvuono	Hatteng skole	22
4	I	54	5425	975285189	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Storfjord - Omasvuotna - Omasvuono	Skibotn skole	11
3	I	54	2100	2100	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Svalbard	Alle skoler	35
4	I	54	2100	974795655	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Svalbard	Longyearbyen skole Grunnskole	35
3	I	54	5419	5419	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sørreisa	Alle skoler	48
4	I	54	5419	974569728	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sørreisa	Sørreisa barneskole	30
4	I	54	5419	931577042	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sørreisa	Sørreisa ungdomsskole	18
3	I	54	5444	5444	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sør-Varanger	Alle skoler	163
4	I	54	5444	975280349	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sør-Varanger	Bugøynes oppvekstsenter Avd skole	4
4	I	54	5444	980861597	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sør-Varanger	Hesseng flerbrukssenter Avd skole	16
4	I	54	5444	975280292	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sør-Varanger	Kirkenes skole	78
4	I	54	5444	875299182	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sør-Varanger	Pasvik skole	12
4	I	54	5444	922573115	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sør-Varanger	Sandnes og Bjørnevatn skole	53
3	I	54	5401	5401	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Alle skoler	952
4	I	54	5401	974566257	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Bjerkaker skole	28
4	I	54	5401	974566265	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Borgtun skole	36
4	I	54	5401	973255428	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Ekrehagen skole Adventistsamfunnets Grunnskoler	22
4	I	54	5401	874566292	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Ersfjordbotn skole	7
4	I	54	5401	989516663	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Fagereng skole	24
4	I	54	5401	974566303	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Grønnåsen skole	25
4	I	54	5401	974566311	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Gyllenborg skole	26
4	I	54	5401	975324842	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Hamna skole	17
4	I	54	5401	974566281	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Hillesøyskolen Brensholmen skole	12
4	I	54	5401	974566338	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Hillesøyskolen Kattfjord skole	2
4	I	54	5401	874566322	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Kaldfjord skole	19
4	I	54	5401	974566591	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Krokelvdalen skole	21
4	I	54	5401	975292932	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Kroken skole	32
4	I	54	5401	974566362	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Kvaløysletta skole	48
4	I	54	5401	974566370	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Lakselvbukt skole	6
4	I	54	5401	986571108	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Langnes skole	44
4	I	54	5401	974566613	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Lunheim skole	25
4	I	54	5401	974566397	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Mortensnes skole	24
4	I	54	5401	915239013	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Norges Toppidrettsgymnas ungdomsskole Tromsø AS	13
4	I	54	5401	974566427	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Prestvannet skole	54
4	I	54	5401	974566435	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Ramfjord skole	17
4	I	54	5401	979446349	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Reinen skole	34
4	I	54	5401	974566443	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Sandnessund skole	13
4	I	54	5401	974566451	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Selnes skole	24
4	I	54	5401	874566462	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Sjursnes skole	3
4	I	54	5401	974566478	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Skittenelv skole	5
4	I	54	5401	974566486	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Skjelnan skole	23
4	I	54	5401	974566605	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Slettaelva skole	21
4	I	54	5401	980515702	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Solneset skole	15
4	I	54	5401	974566516	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Sommerlyst skole	55
4	I	54	5401	974058111	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Stakkevollan skole	25
4	I	54	5401	873441852	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Steinerskolen i Tromsø	25
4	I	54	5401	993630705	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Stiftelsen Tromsø International School	18
4	I	54	5401	979446373	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Storelva skole	37
4	I	54	5401	974566524	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Straumsbukta skole	10
4	I	54	5401	974566532	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tromsdalen skole	36
4	I	54	5401	974566540	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tromstun skole	65
4	I	54	5401	975300978	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tromsø kommune Læring Gjennom Arbeid	12
4	I	54	5401	974566567	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Trondjord skole	7
4	I	54	5401	974566583	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Vikran skole	3
4	I	54	5401	979446292	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Workinnmarka skole	19
3	I	54	5442	5442	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Unjárga - Nesseby	Alle skoler	22
4	I	54	5442	996264491	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Unjárga - Nesseby	Nesseby oppvekstsenter Unjargga Oahppogaldu Avd skole	22
3	I	54	5405	5405	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Vadsø	Alle skoler	69
4	I	54	5405	914906725	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Vadsø	Vadsø barne- og kulturskole Avd skole	37
4	I	54	5405	975279669	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Vadsø	Vadsø kommune Vestre Jakobselv oppvekstsenter Avd skole	9
4	I	54	5405	991639497	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Vadsø	Vadsø ungdomsskole og voksenopplæring Avd skole	23
3	I	54	5404	5404	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Vardø	Alle skoler	21
4	I	54	5404	975279634	Hele landet	Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Vardø	Vardø kommune grunnskole	21
2	I	50	0000	50	Hele landet	Trøndelag - Trööndelage	Alle kommuner	Alle skoler	6 105
3	I	50	5049	5049	Hele landet	Trøndelag - Trööndelage	Flatanger	Alle skoler	21
4	I	50	5049	975290077	Hele landet	Trøndelag - Trööndelage	Flatanger	Lauvsnes skole	18
4	I	50	5049	975269078	Hele landet	Trøndelag - Trööndelage	Flatanger	Utvorda skole	3
3	I	50	5036	5036	Hele landet	Trøndelag - Trööndelage	Frosta	Alle skoler	34
4	I	50	5036	975279480	Hele landet	Trøndelag - Trööndelage	Frosta	Frosta skole	34
3	I	50	5014	5014	Hele landet	Trøndelag - Trööndelage	Frøya	Alle skoler	84
4	I	50	5014	975282317	Hele landet	Trøndelag - Trööndelage	Frøya	Dyrøy oppvekstsenter Avd skole	5
4	I	50	5014	923033556	Hele landet	Trøndelag - Trööndelage	Frøya	Frøya ungdomsskole	22
4	I	50	5014	975282325	Hele landet	Trøndelag - Trööndelage	Frøya	Mausund oppvekstsenter Avd skole	5
4	I	50	5014	975282368	Hele landet	Trøndelag - Trööndelage	Frøya	Nabeita oppvekstsenter Avd skole	16
4	I	50	5014	975282309	Hele landet	Trøndelag - Trööndelage	Frøya	Nordskag oppvekstsenter Avd skole	4
4	I	50	5014	875282352	Hele landet	Trøndelag - Trööndelage	Frøya	Sistranda barneskole	29
4	I	50	5014	975282295	Hele landet	Trøndelag - Trööndelage	Frøya	Sørburøy skole	3
3	I	50	5045	5045	Hele landet	Trøndelag - Trööndelage	Grong	Alle skoler	40
4	I	50	5045	975269191	Hele landet	Trøndelag - Trööndelage	Grong	Grong barne- og ungdomsskole	34
4	I	50	5045	975269175	Hele landet	Trøndelag - Trööndelage	Grong	Harran oppvekstsenter Avdeling skole	6
3	I	50	5055	5055	Hele landet	Trøndelag - Trööndelage	Heim	Alle skoler	82
4	I	50	5055	998670799	Hele landet	Trøndelag - Trööndelage	Heim	Halsa barne- og ungdomsskole	24
4	I	50	5055	974567865	Hele landet	Trøndelag - Trööndelage	Heim	Sodin skole	45
4	I	50	5055	975279138	Hele landet	Trøndelag - Trööndelage	Heim	Svanem skole	6
4	I	50	5055	975282279	Hele landet	Trøndelag - Trööndelage	Heim	Ven skole	3
4	I	50	5055	975279146	Hele landet	Trøndelag - Trööndelage	Heim	Vinjeøra skole	4
3	I	50	5056	5056	Hele landet	Trøndelag - Trööndelage	Hitra	Alle skoler	78
4	I	50	5056	974560364	Hele landet	Trøndelag - Trööndelage	Hitra	Barman oppvekstsenter Avd skole	10
4	I	50	5056	974560372	Hele landet	Trøndelag - Trööndelage	Hitra	Fillan skole	46
4	I	50	5056	995761556	Hele landet	Trøndelag - Trööndelage	Hitra	Hemnskjela oppvekstsenter Avdeling skole	2
4	I	50	5056	974560399	Hele landet	Trøndelag - Trööndelage	Hitra	Knarrlagsund oppvekstsenter Avd skole	8
4	I	50	5056	974560380	Hele landet	Trøndelag - Trööndelage	Hitra	Strand oppvekstsenter Avd skole	12
3	I	50	5026	5026	Hele landet	Trøndelag - Trööndelage	Holtålen	Alle skoler	31
4	I	50	5026	974554682	Hele landet	Trøndelag - Trööndelage	Holtålen	Holtålen kommune Haltdalen oppvekstsenter Avd skole	7
4	I	50	5026	974554674	Hele landet	Trøndelag - Trööndelage	Holtålen	Holtålen kommune Hov skole	24
3	I	50	5046	5046	Hele landet	Trøndelag - Trööndelage	Høylandet	Alle skoler	28
4	I	50	5046	974591774	Hele landet	Trøndelag - Trööndelage	Høylandet	Høylandet barne- og ungdomsskole	28
3	I	50	5053	5053	Hele landet	Trøndelag - Trööndelage	Inderøy	Alle skoler	103
4	I	50	5053	975269264	Hele landet	Trøndelag - Trööndelage	Inderøy	Inderøy ungdomsskole	36
4	I	50	5053	927892332	Hele landet	Trøndelag - Trööndelage	Inderøy	Oppvekstsenter Vest skole	15
4	I	50	5053	975269299	Hele landet	Trøndelag - Trööndelage	Inderøy	Røra skole	11
4	I	50	5053	974600218	Hele landet	Trøndelag - Trööndelage	Inderøy	Sakshaug skole	25
4	I	50	5053	975269280	Hele landet	Trøndelag - Trööndelage	Inderøy	Sandvollan skole	12
4	I	50	5053	924466332	Hele landet	Trøndelag - Trööndelage	Inderøy	Skarnsundet montessoriskole SA	4
3	I	50	5054	5054	Hele landet	Trøndelag - Trööndelage	Indre Fosen	Alle skoler	137
4	I	50	5054	975282465	Hele landet	Trøndelag - Trööndelage	Indre Fosen	Fevåg/Hasselvika skole	2
4	I	50	5054	975282503	Hele landet	Trøndelag - Trööndelage	Indre Fosen	Mælan skole	10
4	I	50	5054	911716291	Hele landet	Trøndelag - Trööndelage	Indre Fosen	Skaugdalen montessoriskole SA	3
4	I	50	5054	875282492	Hele landet	Trøndelag - Trööndelage	Indre Fosen	Stadsbygd skole	28
4	I	50	5054	974579898	Hele landet	Trøndelag - Trööndelage	Indre Fosen	Testmann Minne skole	27
4	I	50	5054	974579901	Hele landet	Trøndelag - Trööndelage	Indre Fosen	Vanvikan skole	20
4	I	50	5054	975282481	Hele landet	Trøndelag - Trööndelage	Indre Fosen	Åsly skole	47
3	I	50	5052	5052	Hele landet	Trøndelag - Trööndelage	Leka	Alle skoler	12
4	I	50	5052	975268942	Hele landet	Trøndelag - Trööndelage	Leka	Leka barne- og ungdomsskole	12
3	I	50	5037	5037	Hele landet	Trøndelag - Trööndelage	Levanger	Alle skoler	277
4	I	50	5037	975279448	Hele landet	Trøndelag - Trööndelage	Levanger	Ekne barneskole	6
4	I	50	5037	915644759	Hele landet	Trøndelag - Trööndelage	Levanger	Frol barneskole	54
4	I	50	5037	974556413	Hele landet	Trøndelag - Trööndelage	Levanger	Halsan barneskole	15
4	I	50	5037	913433483	Hele landet	Trøndelag - Trööndelage	Levanger	Levanger ungdomsskole	48
4	I	50	5037	987636750	Hele landet	Trøndelag - Trööndelage	Levanger	Markabygda montessoriskole SA	8
4	I	50	5037	975279464	Hele landet	Trøndelag - Trööndelage	Levanger	Nesheim skole	36
4	I	50	5037	876976072	Hele landet	Trøndelag - Trööndelage	Levanger	Skogn barne- og ungdomsskole	48
4	I	50	5037	912117901	Hele landet	Trøndelag - Trööndelage	Levanger	Sykehusskolen Levanger	1
4	I	50	5037	975358666	Hele landet	Trøndelag - Trööndelage	Levanger	Vårtun Kristne oppvekstsenter SA	31
4	I	50	5037	875289802	Hele landet	Trøndelag - Trööndelage	Levanger	Ytterøy barne- og ungdomsskole	9
4	I	50	5037	975279456	Hele landet	Trøndelag - Trööndelage	Levanger	Åsen barne- og ungdomsskole	21
3	I	50	5042	5042	Hele landet	Trøndelag - Trööndelage	Lierne	Alle skoler	28
4	I	50	5042	974626608	Hele landet	Trøndelag - Trööndelage	Lierne	Stortangen skole	13
4	I	50	5042	974626616	Hele landet	Trøndelag - Trööndelage	Lierne	Sørli skole	15
3	I	50	5031	5031	Hele landet	Trøndelag - Trööndelage	Malvik	Alle skoler	203
4	I	50	5031	975282864	Hele landet	Trøndelag - Trööndelage	Malvik	Hommelvik skole	36
4	I	50	5031	975282880	Hele landet	Trøndelag - Trööndelage	Malvik	Hommelvik ungdomsskole	36
4	I	50	5031	975294609	Hele landet	Trøndelag - Trööndelage	Malvik	Saksvik skole	26
4	I	50	5031	976975677	Hele landet	Trøndelag - Trööndelage	Malvik	Sveberg skole	36
4	I	50	5031	975282872	Hele landet	Trøndelag - Trööndelage	Malvik	Vikhammer skole	28
4	I	50	5031	975320200	Hele landet	Trøndelag - Trööndelage	Malvik	Vikhammer ungdomsskole	33
4	I	50	5031	875299662	Hele landet	Trøndelag - Trööndelage	Malvik	Vikhammeråsen grendaskole	8
3	I	50	5028	5028	Hele landet	Trøndelag - Trööndelage	Melhus	Alle skoler	243
4	I	50	5028	989152394	Hele landet	Trøndelag - Trööndelage	Melhus	Brekkåsen skole	22
4	I	50	5028	874559512	Hele landet	Trøndelag - Trööndelage	Melhus	Eid skole og barnehage Avd skole	17
4	I	50	5028	974559528	Hele landet	Trøndelag - Trööndelage	Melhus	Flå skole og barnehage Avd skole	15
4	I	50	5028	974559536	Hele landet	Trøndelag - Trööndelage	Melhus	Gimse skole	34
4	I	50	5028	974559609	Hele landet	Trøndelag - Trööndelage	Melhus	Gimse ungdomsskole	31
4	I	50	5028	974559544	Hele landet	Trøndelag - Trööndelage	Melhus	Gåsbakken skole og barnehage Avd skole	6
4	I	50	5028	974559552	Hele landet	Trøndelag - Trööndelage	Melhus	Hovin skole og barnehage Avd skole	15
4	I	50	5028	974559560	Hele landet	Trøndelag - Trööndelage	Melhus	Høyeggen skole	30
4	I	50	5028	974559579	Hele landet	Trøndelag - Trööndelage	Melhus	Lundamo skole og barnehage Avd skole	16
4	I	50	5028	974559617	Hele landet	Trøndelag - Trööndelage	Melhus	Lundamo ungdomsskole	20
4	I	50	5028	974559587	Hele landet	Trøndelag - Trööndelage	Melhus	Rosmælen skole og barnehage Avd skole	24
4	I	50	5028	974149966	Hele landet	Trøndelag - Trööndelage	Melhus	Øya videregående skole	13
3	I	50	5034	5034	Hele landet	Trøndelag - Trööndelage	Meråker	Alle skoler	32
4	I	50	5034	974542498	Hele landet	Trøndelag - Trööndelage	Meråker	Meråker skole	32
3	I	50	5027	5027	Hele landet	Trøndelag - Trööndelage	Midtre Gauldal	Alle skoler	84
4	I	50	5027	975282805	Hele landet	Trøndelag - Trööndelage	Midtre Gauldal	Budal Oppvekstområde Avd skole	6
4	I	50	5027	975282821	Hele landet	Trøndelag - Trööndelage	Midtre Gauldal	Singsaas Oppvekstområde Avd skole	8
4	I	50	5027	875282832	Hele landet	Trøndelag - Trööndelage	Midtre Gauldal	Soknedal skole	17
4	I	50	5027	975282783	Hele landet	Trøndelag - Trööndelage	Midtre Gauldal	Støren barneskole	29
4	I	50	5027	975282848	Hele landet	Trøndelag - Trööndelage	Midtre Gauldal	Støren ungdomsskole	24
3	I	50	5007	5007	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Alle skoler	215
4	I	50	5007	975290123	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Bangsund skole	20
4	I	50	5007	979984766	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Bjørkly skole	9
4	I	50	5007	875279602	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Høknes barneskole	34
4	I	50	5007	975290131	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Høknes ungdomsskole	21
4	I	50	5007	975269108	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Jøa barne- og ungdomsskole	10
4	I	50	5007	975289818	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Namdalseid skole	21
4	I	50	5007	875279572	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Namsos barneskole	22
4	I	50	5007	975290115	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Namsos ungdomsskole	30
4	I	50	5007	975279588	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Otterøy oppvekstsenter Avd skole	14
4	I	50	5007	974565099	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Statland skole	5
4	I	50	5007	975279618	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Sørenget oppvekstsenter Avd skole	7
4	I	50	5007	979646410	Hele landet	Trøndelag - Trööndelage	Namsos - Nåavmesjenjaelmie	Vestbyen skole	22
3	I	50	5044	5044	Hele landet	Trøndelag - Trööndelage	Namsskogan	Alle skoler	17
4	I	50	5044	975269205	Hele landet	Trøndelag - Trööndelage	Namsskogan	Namsskogan kommune Trones skole	6
4	I	50	5044	975269213	Hele landet	Trøndelag - Trööndelage	Namsskogan	Namsskogan skole	11
3	I	50	5060	5060	Hele landet	Trøndelag - Trööndelage	Nærøysund	Alle skoler	151
4	I	50	5060	975289877	Hele landet	Trøndelag - Trööndelage	Nærøysund	Austafjord skole	9
4	I	50	5060	975269043	Hele landet	Trøndelag - Trööndelage	Nærøysund	Foldereid oppvekstsenter Avd skole	5
4	I	50	5060	975268993	Hele landet	Trøndelag - Trööndelage	Nærøysund	Gravvik oppvekstsenter Avd skole	4
4	I	50	5060	975268969	Hele landet	Trøndelag - Trööndelage	Nærøysund	Kolvereid skole	48
4	I	50	5060	975269027	Hele landet	Trøndelag - Trööndelage	Nærøysund	Nærøysundet skole	14
4	I	50	5060	974040514	Hele landet	Trøndelag - Trööndelage	Nærøysund	Rørvik skole	61
4	I	50	5060	974139790	Hele landet	Trøndelag - Trööndelage	Nærøysund	Val Skoler AS	10
3	I	50	5021	5021	Hele landet	Trøndelag - Trööndelage	Oppdal	Alle skoler	110
4	I	50	5021	974025906	Hele landet	Trøndelag - Trööndelage	Oppdal	Aune barneskole	47
4	I	50	5021	975282651	Hele landet	Trøndelag - Trööndelage	Oppdal	Drivdalen skole	8
4	I	50	5021	875282662	Hele landet	Trøndelag - Trööndelage	Oppdal	Midtbygda skole	13
4	I	50	5021	975282627	Hele landet	Trøndelag - Trööndelage	Oppdal	Oppdal ungdomsskole	32
4	I	50	5021	981607228	Hele landet	Trøndelag - Trööndelage	Oppdal	Vollan skole	10
3	I	50	5059	5059	Hele landet	Trøndelag - Trööndelage	Orkland	Alle skoler	233
4	I	50	5059	974588404	Hele landet	Trøndelag - Trööndelage	Orkland	Evjen skole	15
4	I	50	5059	974588412	Hele landet	Trøndelag - Trööndelage	Orkland	Gjølme skole	12
4	I	50	5059	974588390	Hele landet	Trøndelag - Trööndelage	Orkland	Grøtte skole	39
4	I	50	5059	975282430	Hele landet	Trøndelag - Trööndelage	Orkland	Lensvik skole	20
4	I	50	5059	975282449	Hele landet	Trøndelag - Trööndelage	Orkland	Lysheim skole	4
4	I	50	5059	995332779	Hele landet	Trøndelag - Trööndelage	Orkland	Løkken Verk montessoriskole SA	20
4	I	50	5059	911572907	Hele landet	Trøndelag - Trööndelage	Orkland	Meldal barne- og ungdomsskole	34
4	I	50	5059	974588439	Hele landet	Trøndelag - Trööndelage	Orkland	Orkanger barneskole	29
4	I	50	5059	974588382	Hele landet	Trøndelag - Trööndelage	Orkland	Orkanger ungdomsskole	30
4	I	50	5059	975279154	Hele landet	Trøndelag - Trööndelage	Orkland	Aa skole	8
4	I	50	5059	974588420	Hele landet	Trøndelag - Trööndelage	Orkland	Årlivoll skole	22
3	I	50	5020	5020	Hele landet	Trøndelag - Trööndelage	Osen	Alle skoler	15
4	I	50	5020	975282597	Hele landet	Trøndelag - Trööndelage	Osen	Strand barne- og ungdomsskole	15
3	I	50	5047	5047	Hele landet	Trøndelag - Trööndelage	Overhalla	Alle skoler	76
4	I	50	5047	975269140	Hele landet	Trøndelag - Trööndelage	Overhalla	Hunn skole	24
4	I	50	5047	975269124	Hele landet	Trøndelag - Trööndelage	Overhalla	Overhalla barne- og ungdomsskole	41
4	I	50	5047	911772515	Hele landet	Trøndelag - Trööndelage	Overhalla	Overhalla montessoriskole SA	11
3	I	50	5022	5022	Hele landet	Trøndelag - Trööndelage	Rennebu	Alle skoler	41
4	I	50	5022	975282686	Hele landet	Trøndelag - Trööndelage	Rennebu	Rennebu barne- og ungdomsskole	31
4	I	50	5022	918511377	Hele landet	Trøndelag - Trööndelage	Rennebu	Voll skole AS	10
3	I	50	5061	5061	Hele landet	Trøndelag - Trööndelage	Rindal	Alle skoler	27
4	I	50	5061	975288927	Hele landet	Trøndelag - Trööndelage	Rindal	Rindal skole	27
3	I	50	5025	5025	Hele landet	Trøndelag - Trööndelage	Røros	Alle skoler	83
4	I	50	5025	975282759	Hele landet	Trøndelag - Trööndelage	Røros	Brekken skole	6
4	I	50	5025	975282767	Hele landet	Trøndelag - Trööndelage	Røros	Glåmos skole	5
4	I	50	5025	975282775	Hele landet	Trøndelag - Trööndelage	Røros	Røros skole	72
3	I	50	5043	5043	Hele landet	Trøndelag - Trööndelage	Raarvihke - Røyrvik	Alle skoler	8
4	I	50	5043	974620227	Hele landet	Trøndelag - Trööndelage	Raarvihke - Røyrvik	Røyrvik oppvekstsenter Avdeling skole	8
3	I	50	5032	5032	Hele landet	Trøndelag - Trööndelage	Selbu	Alle skoler	49
4	I	50	5032	975282899	Hele landet	Trøndelag - Trööndelage	Selbu	Bell skole	23
4	I	50	5032	975289494	Hele landet	Trøndelag - Trööndelage	Selbu	Selbu ungdomsskole	20
4	I	50	5032	975294617	Hele landet	Trøndelag - Trööndelage	Selbu	Selbustrand skole	6
3	I	50	5029	5029	Hele landet	Trøndelag - Trööndelage	Skaun	Alle skoler	143
4	I	50	5029	974563215	Hele landet	Trøndelag - Trööndelage	Skaun	Buvik skole	46
4	I	50	5029	974563223	Hele landet	Trøndelag - Trööndelage	Skaun	Børsa skole	32
4	I	50	5029	974563207	Hele landet	Trøndelag - Trööndelage	Skaun	Skaun ungdomsskole	43
4	I	50	5029	874563242	Hele landet	Trøndelag - Trööndelage	Skaun	Venn oppvekstsenter Avd skole	13
4	I	50	5029	974563258	Hele landet	Trøndelag - Trööndelage	Skaun	Viggja oppvekstsenter Avdeling skole	9
3	I	50	5041	5041	Hele landet	Trøndelag - Trööndelage	Snåase - Snåsa	Alle skoler	50
4	I	50	5041	989337823	Hele landet	Trøndelag - Trööndelage	Snåase - Snåsa	Snåsa montessoriskole SA	15
